subject,message,label
Jūsu kontam nepieciešama uzmanība,"Ja pārbaude netiks veikta tuvāko 24 stundu laikā, piekļuve kontam var tikt ierobežota.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/fast_work",phishing
Neparasta aktivitāte kontā,"Cienījamais lietotāj!

Kontam ir nepieciešama papildu drošības pārbaude.

Papildu informācija par pārbaudi ir pieejama konta sadaļā. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Lūdzu, pievērsiet šim paziņojumam uzmanību. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Atbalsta komanda.",phishing
Informācija par pasākumu,"Labdien, kolēģi!

Paldies, ka izmantojat mūsu pakalpojumus. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Paldies!
Klientu serviss.",normal
Pasūtījuma statuss,"Labdien, Anna!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Atgādinām, ka pasākums notiks piektdien.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Jūsu profils ir jāatjauno,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Kontam ir nepieciešama papildu drošības pārbaude. Atbildēt uz šo ziņojumu nav nepieciešams.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Atbalsta komanda.",phishing
Informācija par pasākumu,"Labdien, kolēģi!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Nodarbība notiks ierastajā laikā. Papildu informāciju varat saņemt, sazinoties ar mums. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Lai jauka diena!
Mūsu komanda.",normal
Nepieciešama tūlītēja darbība,"Cienījamais klient!

Svarīga informācija par jūsu kontu.

Ir konstatēta iespējama neatbilstība konta informācijā. Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.
Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Lūdzu, neatlieciet šo pārbaudi.

Ar cieņu,
Drošības nodaļa.",phishing
Nepieciešama konta pārbaude,"Sveiki, klient!

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei. Lūdzu, apstipriniet savu konta informāciju.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sapratni.",phishing
NEKAVĒJOTIES RĪKOJIETIES,"Ja nepieciešamā darbība netiks veikta 24 stundu laikā, jūsu konts tiks bloķēts.

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Jūsu profils ir jāatjauno,"Cienījamais lietotāj!

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Lūdzu, neatlieciet šo pārbaudi.

Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ar cieņu,
Drošības nodaļa.",phishing
Pēdējais atgādinājums par kontu,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude. Šis ir automātiski nosūtīts paziņojums.

Lūdzu, apstipriniet savu konta informāciju.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Drošības pārbaude,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Drošības sistēma ir pamanījusi aizdomīgu darbību.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Konta drošības komanda.",phishing
Atgādinājums par tikšanos,"Labdien, kolēģi!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Pasākuma sākums paredzēts plkst. 10.00. Mēs priecāsimies saņemt jūsu komentārus. Jūsu rezervācija ir veiksmīgi apstiprināta. Paldies par jūsu laiku un atsaucību. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Skolas administrācija.",normal
Rezervācijas apstiprinājums,"Sveiki, Jāni!

Paldies par jūsu laiku un atsaucību. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Administrācija.",normal
Darba grafiks,"Labdien, kolēģi!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Šonedēļ esam sagatavojuši vairākus jaunumus. Atgādinām par rīt plānoto tikšanos. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Atgādinām, ka pasākums notiks piektdien. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Paldies!
Klientu serviss.",normal
Tikšanās laika maiņa,"Labdien, cienījamie klienti!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Lai jauka diena!
Mūsu komanda.",normal
Ekskluzīva peļņas iespēja,"Ekskluzīva investīciju iespēja ar garantētu peļņu. Vietu skaits ir ierobežots.

Lai turpinātu, izmantojiet norādīto saiti:
https://example-login-check.com

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Pasākuma programma,"Sveiki, komanda!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Ja nepieciešams, varam vienoties par citu laiku. Dokumenti būs pieejami arī klātienes tikšanās laikā. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā.

Paldies!
Klientu serviss.",normal
Brīdinājums par kontu,"Sveiki!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.
Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.

Šī darbība ir saistīta ar jūsu konta drošību.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sapratni.",phishing
Apstipriniet konta informāciju,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Nepieciešams apstiprināt, ka konts joprojām pieder jums. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Piekļuves atjaunošana,"Cienījamais lietotāj!

Kontam ir nepieciešama papildu drošības pārbaude.
Lūdzu, pabeidziet drošības pārbaudi.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sadarbību.",phishing
Maksājuma apstiprināšana,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.

Atbildēt uz šo ziņojumu nav nepieciešams. Lūdzu, pabeidziet drošības pārbaudi.

Nepieciešams rīkoties pirms konta statusa maiņas. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Pasūtījuma statuss,"Sveiki, visiem!

Atgādinām, ka pasākums notiks piektdien. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Ar cieņu,
Skolas administrācija.",normal
Informācija par nodarbību,"Sveiki, visiem!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Papildu informāciju varat saņemt, sazinoties ar mums.

Lai jauka diena!
Mūsu komanda.",normal
Darba grafiks,"Sveiki!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu iepriekšējo atbildi. Mēs nosūtīsim papildu informāciju pēc tikšanās.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pateicība par sadarbību,"Sveiki, komanda!

Paldies, ka izmantojat mūsu pakalpojumus. Dokumenti būs pieejami arī klātienes tikšanās laikā. Ja nepieciešams, varam vienoties par citu laiku. Mēs novērtējam jūsu atsauksmes un ieteikumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs priecāsimies saņemt jūsu komentārus.

Ar cieņu,
Administrācija.",normal
Aptauja par pakalpojumu,"Labdien!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Dokumenti būs pieejami arī klātienes tikšanās laikā. Pasākuma sākums paredzēts plkst. 10.00. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Ja nepieciešams, varam vienoties par citu laiku. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Administrācija.",normal
Semināra programma,"Labdien, skolēni!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies par jūsu laiku un atsaucību. Pasākuma sākums paredzēts plkst. 10.00.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Nepieciešama konta pārbaude,"Mūsu drošības sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Nekavējoties apstipriniet savus datus.

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Jaunā darba kārtība,"Labdien!

Pasākuma sākums paredzēts plkst. 10.00. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Ja nepieciešams, varam vienoties par citu laiku. Dokumenti būs pieejami arī klātienes tikšanās laikā. Paldies par jūsu iepriekšējo atbildi.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Mācību materiāli,"Sveiki!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Paldies, ka izmantojat mūsu pakalpojumus. Mēs priecāsimies saņemt jūsu komentārus. Paldies par jūsu iepriekšējo atbildi.

Lai jauka diena!
Mūsu komanda.",normal
Dokumentu nosūtīšana,"Labdien, cienījamie klienti!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Aptauja aizņems tikai dažas minūtes. Nodarbība notiks ierastajā laikā. Ja nepieciešams, varam vienoties par citu laiku. Šonedēļ esam sagatavojuši vairākus jaunumus. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Identitātes pārbaude,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Lūdzu, apstipriniet savu konta informāciju.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Konta drošības komanda.",phishing
Mēneša pārskats,"Labdien, kolēģi!

Atgādinām, ka pasākums notiks piektdien. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Paldies par jūsu iepriekšējo atbildi. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā.

Ar cieņu,
Projektu komanda.",normal
Īpaša investīciju iespēja,"Izmantojiet mūsu sistēmu un nopelniet līdz pat 500 eiro dienā. Lai sāktu, veiciet sākotnējo iemaksu.

Lai turpinātu, izmantojiet norādīto saiti:
https://delivery-confirmation.example

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Informācija par nodarbību,"Labdien, Anna!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Pielikumā nosūtām informāciju par plānoto pasākumu. Dokumenti būs pieejami arī klātienes tikšanās laikā. Atgādinām, ka pasākums notiks piektdien. Ja nepieciešams, varam vienoties par citu laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Aptauja par pakalpojumu,"Sveiki, Jāni!

Ja nepieciešams, varam vienoties par citu laiku. Pasākuma sākums paredzēts plkst. 10.00. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Veiksmīgu dienu!
Mūsu komanda.",normal
Kriptovalūtas investīciju piedāvājums,"Izmantojiet mūsu sistēmu un nopelniet līdz pat 500 eiro dienā. Lai sāktu, veiciet sākotnējo iemaksu.

Lai turpinātu, izmantojiet norādīto saiti:
https://account-security-check.com",phishing
Maksājuma apstiprināšana,"Mūsu drošības sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Nekavējoties apstipriniet savus datus.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/darbs_online",phishing
Darba iespēja Telegram,"Mūsu konsultants gaida jūsu ziņu Telegram. Uzrakstiet vārdu Gatavs, lai turpinātu.

Lai turpinātu, izmantojiet norādīto saiti:
https://delivery-confirmation.example",phishing
Darījuma pārbaude,"Sveiki!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota.

Ar cieņu,
Konta drošības komanda.",phishing
Svarīgs drošības paziņojums,"Labdien, cienījamais klient!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sadarbību.",phishing
Nepieciešama konta pārbaude,"Svarīgs paziņojums!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei. Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu konts ir ierobežots,"Labdien!

Svarīga informācija par jūsu kontu.

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.
Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Paldies par sadarbību.",phishing
Nepieciešams apstiprinājums,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Jūsu profils pašlaik gaida papildu pārbaudi. Pārbaude tiek veikta drošības nolūkos.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Atbalsta komanda.",phishing
Brīdinājums par kontu,"Sveiki, klient!

Svarīga informācija par jūsu kontu.

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Lūdzu, apstipriniet savu konta informāciju.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Jūsu konts ir ierobežots,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.
Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Paziņojums ir nosūtīts automātiski.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Darbs no mājām,"Piedāvājam darbu no mājām ar ļoti augstu atalgojumu. Darbs aizņem tikai dažas stundas dienā. Lai pieteiktos, izmantojiet norādīto saiti.",phishing
Darba iespēja Telegram,"Lai pabeigtu reģistrāciju, sazinieties ar mūsu speciālistu Telegram.",phishing
Svarīga informācija par jūsu kontu,"Labdien!

Drošības sistēma ir pamanījusi aizdomīgu darbību.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Paldies par sapratni.",phishing
Konta pārbaudes termiņš,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.

Lūdzu, pabeidziet drošības pārbaudi. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Nepieciešams rīkoties pirms konta statusa maiņas.

Paldies par sapratni.",phishing
Nepieciešama konta pārbaude,"Labdien!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.

Šis ir automātiski nosūtīts paziņojums. Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Pasūtījuma statuss,"Labdien, Anna!

Atgādinām, ka pasākums notiks piektdien. Pasākuma sākums paredzēts plkst. 10.00. Aptauja aizņems tikai dažas minūtes.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Atgādinājums par tikšanos,"Labdien, Anna!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Atgādinām, ka pasākums notiks piektdien. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Pasākuma sākums paredzēts plkst. 10.00. Informācija par darba grafiku ir pievienota šim ziņojumam.

Ar cieņu,
Administrācija.",normal
Aptauja par pakalpojumu,"Labdien!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Šonedēļ esam sagatavojuši vairākus jaunumus. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Atgādinām par rīt plānoto tikšanos.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Tikšanās laika maiņa,"Labdien, kolēģi!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija par darba grafiku ir pievienota šim ziņojumam. Darba grafiks nākamajai nedēļai ir sagatavots. Pielikumā nosūtām informāciju par plānoto pasākumu. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Mēs priecāsimies saņemt jūsu komentārus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Atgādinājums par tikšanos,"Sveiki!

Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs novērtējam jūsu atsauksmes un ieteikumus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Darba grafiks nākamajai nedēļai ir sagatavots. Jūsu rezervācija ir veiksmīgi apstiprināta.

Ar cieņu,
Skolas administrācija.",normal
Paziņojums par konta darbību,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Atbalsta komanda.",phishing
Svarīgs klienta paziņojums,"Svarīgs paziņojums!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.
Lūdzu, pabeidziet drošības pārbaudi.

Šis ir automātiski nosūtīts paziņojums.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Informācija par nodarbību,"Sveiki, kolēģi!

Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Pielikumā nosūtām informāciju par plānoto pasākumu. Darba grafiks nākamajai nedēļai ir sagatavots.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Piegādes informācija,"Sveiki!

Atgādinām, ka pasākums notiks piektdien. Pasākuma sākums paredzēts plkst. 10.00. Mēs priecāsimies saņemt jūsu komentārus. Aptauja aizņems tikai dažas minūtes. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Šonedēļ esam sagatavojuši vairākus jaunumus.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Jūsu konts ir ierobežots,"Labdien!

Drošības sistēma ir pamanījusi aizdomīgu darbību. Lūdzu, pabeidziet drošības pārbaudi. Lūdzu, neatlieciet šo pārbaudi.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Atbalsta komanda.",phishing
Drošības pārbaude,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Drošības sistēma ir pamanījusi aizdomīgu darbību. Šis ir automātiski nosūtīts paziņojums.

Lūdzu, apstipriniet savu konta informāciju.
Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota.

Ar cieņu,
Konta drošības komanda.",phishing
Svarīgs klienta paziņojums,"Labdien!

Svarīga informācija par jūsu kontu.

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Atbildēt uz šo ziņojumu nav nepieciešams.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudes termiņš ir ierobežots.

Paldies par sapratni.",phishing
Informācija klientiem,"Sveiki, komanda!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Dokumenti būs pieejami arī klātienes tikšanās laikā. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā.

Paldies!
Klientu serviss.",normal
Pasūtījuma statuss,"Sveiki, kolēģi!

Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Mēs nosūtīsim papildu informāciju pēc tikšanās. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Skolas administrācija.",normal
Bibliotēkas atgādinājums,"Labdien, kolēģi!

Aptauja aizņems tikai dažas minūtes. Darba grafiks nākamajai nedēļai ir sagatavots. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Pielikumā nosūtām informāciju par plānoto pasākumu. Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Ar cieņu,
Administrācija.",normal
Pasūtījuma statuss,"Labdien!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Paldies par jūsu iepriekšējo atbildi.

Ar cieņu,
Administrācija.",normal
Atvaļinājuma plāns,"Sveiki, Jāni!

Papildu informāciju varat saņemt, sazinoties ar mums. Atgādinām, ka pasākums notiks piektdien. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Projektu komanda.",normal
Konta piekļuves problēma,"Cienījamais lietotāj!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.
Lūdzu, pabeidziet drošības pārbaudi.

Šī darbība ir saistīta ar jūsu konta drošību.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Drošības nodaļa.",phishing
Ekskluzīva peļņas iespēja,"Ekskluzīva investīciju iespēja ar garantētu peļņu. Vietu skaits ir ierobežots.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/darbs_online

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Konta darbības apstiprināšana,"Cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Konta drošības komanda.",phishing
Atvaļinājuma plāns,"Sveiki, kolēģi!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Mēs novērtējam jūsu atsauksmes un ieteikumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Jūsu rezervācija ir veiksmīgi apstiprināta. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Paldies par jūsu laiku un atsaucību.

Veiksmīgu dienu!
Mūsu komanda.",normal
Svarīgs paziņojums par jūsu kontu,"Mūsu drošības sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Nekavējoties apstipriniet savus datus.

Lai turpinātu, izmantojiet norādīto saiti:
https://account-security-check.com",phishing
Darījuma pārbaude,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Jūsu profils pašlaik gaida papildu pārbaudi.

Lūdzu, apstipriniet savu konta informāciju. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Paldies par sadarbību.",phishing
Drošības pārbaude,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Nepieciešama konta pārbaude,"Svarīgs paziņojums!

Jūsu konta drošības statuss ir jāapstiprina.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Šis ir automātiski nosūtīts paziņojums.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sapratni.",phishing
