subject,message,label
Dokumentu nosūtīšana,"Labdien, skolēni!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Atgādinām par rīt plānoto tikšanos. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Paldies par jūsu iepriekšējo atbildi.

Paldies!
Klientu serviss.",normal
Piegādes datums,"Labdien, skolēni!

Pielikumā nosūtām informāciju par plānoto pasākumu. Informācija par darba grafiku ir pievienota šim ziņojumam. Dokumenti būs pieejami arī klātienes tikšanās laikā. Papildu informāciju varat saņemt, sazinoties ar mums. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Pasākuma programma,"Labdien, kolēģi!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Pateicība par sadarbību,"Labdien, skolēni!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Jūsu rezervācija ir veiksmīgi apstiprināta. Papildu informāciju varat saņemt, sazinoties ar mums. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Paldies, ka izmantojat mūsu pakalpojumus. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Paldies!
Klientu serviss.",normal
Pasūtījuma statuss,"Labdien, kolēģi!

Atgādinām, ka pasākums notiks piektdien. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Paldies par jūsu iepriekšējo atbildi.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Atgādinājums par tikšanos,"Labdien, skolēni!

Jūsu rezervācija ir veiksmīgi apstiprināta. Papildu informāciju varat saņemt, sazinoties ar mums. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Tikšanās par projektu,"Sveiki, kolēģi!

Paldies par jūsu laiku un atsaucību. Paldies par jūsu iepriekšējo atbildi. Informācija par darba grafiku ir pievienota šim ziņojumam. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Mēneša pārskats,"Sveiki, komanda!

Pielikumā nosūtām informāciju par plānoto pasākumu. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Aptauja aizņems tikai dažas minūtes. Nodarbība notiks ierastajā laikā. Pasākuma sākums paredzēts plkst. 10.00. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Atvaļinājuma plāns,"Labdien, skolēni!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Nodarbība notiks ierastajā laikā. Darba grafiks nākamajai nedēļai ir sagatavots. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Šonedēļ esam sagatavojuši vairākus jaunumus. Mēs priecāsimies saņemt jūsu komentārus.

Ar cieņu,
Projektu komanda.",normal
Darba grafiks,"Labdien, skolēni!

Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Piegāde ir plānota tuvāko trīs darba dienu laikā. Aptauja aizņems tikai dažas minūtes. Šonedēļ esam sagatavojuši vairākus jaunumus. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Paldies par jūsu iepriekšējo atbildi. Paldies par jūsu laiku un atsaucību.

Lai jauka diena!
Mūsu komanda.",normal
Darba grafiks,"Sveiki!

Jūsu rezervācija ir veiksmīgi apstiprināta. Informācija par darba grafiku ir pievienota šim ziņojumam. Darba grafiks nākamajai nedēļai ir sagatavots. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Rezervācijas apstiprinājums,"Labdien, cienījamie klienti!

Jūsu rezervācija ir veiksmīgi apstiprināta. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Piegāde ir plānota tuvāko trīs darba dienu laikā. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Informācija par darba grafiku ir pievienota šim ziņojumam. Atgādinām par rīt plānoto tikšanos. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Veiksmīgu dienu!
Mūsu komanda.",normal
Rēķins par pakalpojumu,"Sveiki, Jāni!

Paldies par jūsu laiku un atsaucību. Dokumenti būs pieejami arī klātienes tikšanās laikā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Ar cieņu,
Skolas administrācija.",normal
Bibliotēkas atgādinājums,"Labdien!

Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies par jūsu iepriekšējo atbildi. Pasākuma sākums paredzēts plkst. 10.00. Atgādinām, ka pasākums notiks piektdien.

Lai jauka diena!
Mūsu komanda.",normal
Tikšanās laika maiņa,"Sveiki, kolēģi!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Šonedēļ esam sagatavojuši vairākus jaunumus.

Ar cieņu,
Administrācija.",normal
Darba grafiks,"Labdien, kolēģi!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Papildu informāciju varat saņemt, sazinoties ar mums. Jūsu rezervācija ir veiksmīgi apstiprināta. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies par jūsu laiku un atsaucību.

Ar cieņu,
Administrācija.",normal
Pasūtījuma statuss,"Labdien, cienījamie klienti!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Informācija par darba grafiku ir pievienota šim ziņojumam. Paldies, ka izmantojat mūsu pakalpojumus. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Atgādinām, ka pasākums notiks piektdien.

Paldies!
Klientu serviss.",normal
Informācija par pasākumu,"Sveiki, Jāni!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Mēs nosūtīsim papildu informāciju pēc tikšanās. Pasākuma sākums paredzēts plkst. 10.00. Šonedēļ esam sagatavojuši vairākus jaunumus.

Paldies!
Klientu serviss.",normal
Informācija par nodarbību,"Sveiki!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Dokumenti būs pieejami arī klātienes tikšanās laikā. Mēs priecāsimies saņemt jūsu komentārus. Darba grafiks nākamajai nedēļai ir sagatavots. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Atgādinām par rīt plānoto tikšanos.

Ar cieņu,
Administrācija.",normal
Rēķins par pakalpojumu,"Labdien!

Papildu informāciju varat saņemt, sazinoties ar mums. Nodarbība notiks ierastajā laikā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Administrācija.",normal
Komandas sapulce,"Sveiki, visiem!

Atgādinām, ka pasākums notiks piektdien. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Paldies par jūsu iepriekšējo atbildi. Mēs nosūtīsim papildu informāciju pēc tikšanās. Ja nepieciešams, varam vienoties par citu laiku.

Lai jauka diena!
Mūsu komanda.",normal
Mēneša pārskats,"Sveiki!

Jūsu rezervācija ir veiksmīgi apstiprināta. Pasākuma sākums paredzēts plkst. 10.00. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Atgādinām par rīt plānoto tikšanos. Paldies par jūsu laiku un atsaucību. Mēs priecāsimies saņemt jūsu komentārus.

Ar cieņu,
Projektu komanda.",normal
Mācību materiāli,"Sveiki, kolēģi!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Mēs nosūtīsim papildu informāciju pēc tikšanās. Paldies, ka izmantojat mūsu pakalpojumus. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Ja nepieciešams, varam vienoties par citu laiku. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Ar cieņu,
Projektu komanda.",normal
Piegādes datums,"Labdien, Anna!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Ja nepieciešams, varam vienoties par citu laiku. Mēs nosūtīsim papildu informāciju pēc tikšanās. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Mēs priecāsimies saņemt jūsu komentārus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Aptauja par pakalpojumu,"Sveiki, kolēģi!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Pielikumā nosūtām informāciju par plānoto pasākumu. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Paldies!
Klientu serviss.",normal
Dokumentu nosūtīšana,"Labdien!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Darba grafiks nākamajai nedēļai ir sagatavots.

Ar cieņu,
Projektu komanda.",normal
Mēneša pārskats,"Sveiki, visiem!

Atgādinām par rīt plānoto tikšanos. Papildu informāciju varat saņemt, sazinoties ar mums. Jūsu rezervācija ir veiksmīgi apstiprināta.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Dokumentu nosūtīšana,"Labdien, Anna!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā.

Paldies!
Klientu serviss.",normal
Rezervācijas apstiprinājums,"Sveiki, komanda!

Informācija par darba grafiku ir pievienota šim ziņojumam. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Atgādinām par rīt plānoto tikšanos. Nodarbība notiks ierastajā laikā. Mēs nosūtīsim papildu informāciju pēc tikšanās.

Ar cieņu,
Projektu komanda.",normal
Piegādes datums,"Labdien, kolēģi!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies par jūsu laiku un atsaucību. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Atgādinājums par tikšanos,"Sveiki, kolēģi!

Atgādinām, ka pasākums notiks piektdien. Ja nepieciešams, varam vienoties par citu laiku. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Mēs priecāsimies saņemt jūsu komentārus. Mēs nosūtīsim papildu informāciju pēc tikšanās. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Informācija par pasākumu,"Sveiki, Jāni!

Aptauja aizņems tikai dažas minūtes. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Papildu informāciju varat saņemt, sazinoties ar mums.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Rezervācijas apstiprinājums,"Sveiki, kolēģi!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Atgādinām, ka pasākums notiks piektdien. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku.

Paldies!
Klientu serviss.",normal
Bibliotēkas atgādinājums,"Labdien, skolēni!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Paldies par jūsu iepriekšējo atbildi. Aptauja aizņems tikai dažas minūtes. Ja nepieciešams, varam vienoties par citu laiku. Paldies par jūsu laiku un atsaucību. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Paldies!
Klientu serviss.",normal
Pateicība par sadarbību,"Sveiki, kolēģi!

Mēs priecāsimies saņemt jūsu komentārus. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Piegāde ir plānota tuvāko trīs darba dienu laikā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Paldies!
Klientu serviss.",normal
Pateicība par sadarbību,"Sveiki, kolēģi!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pateicība par sadarbību,"Labdien, skolēni!

Atgādinām par rīt plānoto tikšanos. Informācija par darba grafiku ir pievienota šim ziņojumam. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Ar cieņu,
Skolas administrācija.",normal
Tikšanās laika maiņa,"Labdien!

Paldies par jūsu laiku un atsaucību. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Paldies, ka izmantojat mūsu pakalpojumus.

Lai jauka diena!
Mūsu komanda.",normal
Informācija klientiem,"Labdien, Anna!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Dokumenti būs pieejami arī klātienes tikšanās laikā. Jūsu rezervācija ir veiksmīgi apstiprināta. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Mēs priecāsimies saņemt jūsu komentārus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Darba grafiks,"Sveiki, kolēģi!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Mēs novērtējam jūsu atsauksmes un ieteikumus. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Pasākuma sākums paredzēts plkst. 10.00.

Lai jauka diena!
Mūsu komanda.",normal
Darba grafiks,"Labdien, kolēģi!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Informācija par darba grafiku ir pievienota šim ziņojumam. Nodarbība notiks ierastajā laikā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Atgādinām, ka pasākums notiks piektdien.

Paldies!
Klientu serviss.",normal
Aptauja par pakalpojumu,"Labdien!

Ja nepieciešams, varam vienoties par citu laiku. Papildu informāciju varat saņemt, sazinoties ar mums. Atgādinām par rīt plānoto tikšanos. Mēs novērtējam jūsu atsauksmes un ieteikumus. Paldies par jūsu iepriekšējo atbildi. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Veiksmīgu dienu!
Mūsu komanda.",normal
Nedēļas jaunumi,"Sveiki, kolēģi!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Aptauja aizņems tikai dažas minūtes. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Jaunā darba kārtība,"Labdien, Anna!

Nodarbība notiks ierastajā laikā. Ja nepieciešams, varam vienoties par citu laiku. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu laiku un atsaucību. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Ar cieņu,
Skolas administrācija.",normal
Nedēļas jaunumi,"Sveiki, Jāni!

Darba grafiks nākamajai nedēļai ir sagatavots. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Jūsu rezervācija ir veiksmīgi apstiprināta. Pasākuma sākums paredzēts plkst. 10.00. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Ar cieņu,
Projektu komanda.",normal
Bibliotēkas atgādinājums,"Sveiki!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Jūsu rezervācija ir veiksmīgi apstiprināta. Šonedēļ esam sagatavojuši vairākus jaunumus. Atgādinām, ka pasākums notiks piektdien. Dokumenti būs pieejami arī klātienes tikšanās laikā. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Administrācija.",normal
Mācību materiāli,"Sveiki, visiem!

Paldies par jūsu laiku un atsaucību. Šonedēļ esam sagatavojuši vairākus jaunumus. Papildu informāciju varat saņemt, sazinoties ar mums. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Rezervācijas apstiprinājums,"Labdien, skolēni!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Šonedēļ esam sagatavojuši vairākus jaunumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Mēs priecāsimies saņemt jūsu komentārus. Darba grafiks nākamajai nedēļai ir sagatavots.

Ar cieņu,
Skolas administrācija.",normal
Mācību materiāli,"Labdien, cienījamie klienti!

Aptauja aizņems tikai dažas minūtes. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Nodarbība notiks ierastajā laikā. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Pielikumā nosūtām informāciju par plānoto pasākumu. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Projektu komanda.",normal
Piegādes datums,"Sveiki!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Paldies par jūsu laiku un atsaucību. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Dokumentu nosūtīšana,"Sveiki, kolēģi!

Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Paldies par jūsu iepriekšējo atbildi. Atgādinām par rīt plānoto tikšanos. Nodarbība notiks ierastajā laikā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Pateicība par sadarbību,"Sveiki, kolēģi!

Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Atgādinām par rīt plānoto tikšanos. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Mēneša pārskats,"Labdien, Anna!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Nodarbība notiks ierastajā laikā. Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs priecāsimies saņemt jūsu komentārus. Papildu informāciju varat saņemt, sazinoties ar mums.

Ar cieņu,
Skolas administrācija.",normal
Informācija par pasākumu,"Labdien!

Atgādinām, ka pasākums notiks piektdien. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Paldies!
Klientu serviss.",normal
Mācību materiāli,"Sveiki, kolēģi!

Informācija par darba grafiku ir pievienota šim ziņojumam. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Piegāde ir plānota tuvāko trīs darba dienu laikā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu laiku un atsaucību.

Ar cieņu,
Skolas administrācija.",normal
Rezervācijas apstiprinājums,"Sveiki!

Paldies, ka izmantojat mūsu pakalpojumus. Mēs novērtējam jūsu atsauksmes un ieteikumus. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās.

Lai jauka diena!
Mūsu komanda.",normal
Rezervācijas apstiprinājums,"Sveiki, Jāni!

Paldies par jūsu laiku un atsaucību. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Administrācija.",normal
Mēneša pārskats,"Sveiki, kolēģi!

Papildu informāciju varat saņemt, sazinoties ar mums. Paldies par jūsu iepriekšējo atbildi. Paldies, ka izmantojat mūsu pakalpojumus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Rezervācijas apstiprinājums,"Sveiki, visiem!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Atgādinām, ka pasākums notiks piektdien. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Veiksmīgu dienu!
Mūsu komanda.",normal
Piegādes informācija,"Sveiki, kolēģi!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Pielikumā nosūtām informāciju par plānoto pasākumu. Jūsu rezervācija ir veiksmīgi apstiprināta. Atgādinām par rīt plānoto tikšanos.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Informācija par nodarbību,"Labdien!

Paldies par jūsu laiku un atsaucību. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Papildu informāciju varat saņemt, sazinoties ar mums.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Atgādinājums par tikšanos,"Labdien, skolēni!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Pielikumā nosūtām informāciju par plānoto pasākumu. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Paldies par jūsu iepriekšējo atbildi.

Ar cieņu,
Skolas administrācija.",normal
Jaunumi uzņēmumā,"Sveiki!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Informācija klientiem,"Sveiki, komanda!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Mēs novērtējam jūsu atsauksmes un ieteikumus. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Informācija par darba grafiku ir pievienota šim ziņojumam.

Ar cieņu,
Skolas administrācija.",normal
Nedēļas jaunumi,"Sveiki, visiem!

Pasākuma sākums paredzēts plkst. 10.00. Pielikumā nosūtām informāciju par plānoto pasākumu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Šonedēļ esam sagatavojuši vairākus jaunumus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Atgādinājums par tikšanos,"Labdien, kolēģi!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Pasākuma sākums paredzēts plkst. 10.00. Mēs priecāsimies saņemt jūsu komentārus. Jūsu rezervācija ir veiksmīgi apstiprināta. Paldies par jūsu laiku un atsaucību. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Skolas administrācija.",normal
Atgādinājums par tikšanos,"Labdien, cienījamie klienti!

Papildu informāciju varat saņemt, sazinoties ar mums. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Šonedēļ esam sagatavojuši vairākus jaunumus. Pasākuma sākums paredzēts plkst. 10.00. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Tikšanās par projektu,"Sveiki!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Ja nepieciešams, varam vienoties par citu laiku. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Darba grafiks nākamajai nedēļai ir sagatavots. Paldies par jūsu iepriekšējo atbildi.

Ar cieņu,
Projektu komanda.",normal
Informācija par nodarbību,"Sveiki, komanda!

Aptauja aizņems tikai dažas minūtes. Paldies, ka izmantojat mūsu pakalpojumus. Šonedēļ esam sagatavojuši vairākus jaunumus. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Piegāde ir plānota tuvāko trīs darba dienu laikā. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Skolas administrācija.",normal
Mācību materiāli,"Sveiki, kolēģi!

Šonedēļ esam sagatavojuši vairākus jaunumus. Atgādinām par rīt plānoto tikšanos. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Mēs novērtējam jūsu atsauksmes un ieteikumus. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Veiksmīgu dienu!
Mūsu komanda.",normal
Rēķins par pakalpojumu,"Sveiki, visiem!

Paldies par jūsu iepriekšējo atbildi. Mēs novērtējam jūsu atsauksmes un ieteikumus. Dokumenti būs pieejami arī klātienes tikšanās laikā.

Lai jauka diena!
Mūsu komanda.",normal
Tikšanās par projektu,"Labdien, kolēģi!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Nodarbība notiks ierastajā laikā. Atgādinām par rīt plānoto tikšanos.

Lai jauka diena!
Mūsu komanda.",normal
Bibliotēkas atgādinājums,"Sveiki!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija par darba grafiku ir pievienota šim ziņojumam. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Skolas administrācija.",normal
Aptauja par pakalpojumu,"Labdien, kolēģi!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Skolas administrācija.",normal
